GH002A,YT01,CH0,B6,1,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH0,B6,2,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH1,B6,3,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH1,B6,4,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH2,B6,5,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH2,B6,6,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH3,B6,7,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH3,B6,8,,,,,,,内插温度,一回路管道IHX入口
GH002A,YT01,CH4,B6,9,,,,,,,,
GH002A,YT01,CH4,B6,10,,,,,,,,
GH002A,YT01,CH5,B6,11,,,,,,,,
GH002A,YT01,CH5,B6,12,,,,,,,,
GH002A,YT01,CH6,B6,13,,,,,,,,
GH002A,YT01,CH6,B6,14,,,,,,,,
GH002A,YT01,CH7,B6,15,,,,,,,,
GH002A,YT01,CH7,B6,16,,,,,,,,
GH002A,YT02,CH0,B7,1,X10-309a,,10BBDGGGA860,,,,,反应堆出口温度监测
GH002A,YT02,CH0,B7,2,X10-309b,,10BBDGGGA860,,,,,反应堆出口温度监测
GH002A,YT02,CH1,B7,3,X10-309b,,10BBDGGGA860,,,,,反应堆出口温度监测
GH002A,YT02,CH1,B7,4,,,,,,,,
GH002A,YT02,CH2,B7,5,,,,,,,,
GH002A,YT02,CH2,B7,6,,,,,,,,
GH002A,YT02,CH3,B7,7,,,,,,,,
GH002A,YT02,CH3,B7,8,,,,,,,,
GH002A,YT02,CH4,B7,9,,,,,,,,
GH002A,YT02,CH4,B7,10,,,,,,,,
GH002A,YT02,CH5,B7,11,,,,,,,,
GH002A,YT02,CH5,B7,12,,,,,,,,
GH002A,YT02,CH6,B7,13,,,,,,,,
GH002A,YT02,CH6,B7,14,,,,,,,,
GH002A,YT02,CH7,B7,15,,,,,,,,
GH002A,YT02,CH7,B7,16,,,,,,,,
GH002A,YT03,CH0,B8,1,,,,,,,,
GH002A,YT03,CH0,B8,2,,,,,,,,
GH002A,YT03,CH1,B8,3,,,,,,,,
GH002A,YT03,CH1,B8,4,,,,,,,,
GH002A,YT03,CH2,B8,5,,,,,,,,
