10CLCGH004A,YT01,CH0,B6,1,X12-309a,,10BBDGGGA863-2,,ZJ012-3,,目标温度反馈,二回路主管道PM2-17电伴热
GH004A,YT01,CH0,B6,2,X12-309b,,10BBDGGGA863-2,,ZJ012-3,,目标温度反馈,二回路主管道PM2-17电伴热
GH004A,YT01,CH1,B6,3,X12-310a,,10BBDGGGA863-2,,ZJ012-3,,保护温度反馈,二回路主管道PM2-17电伴热
GH004A,YT01,CH1,B6,4,X12-310b,,10BBDGGGA863-2,,ZJ012-3,,保护温度反馈,二回路主管道PM2-17电伴热
GH004A,YT01,CH2,B6,5,X12-311a,,10BBDGGGA863-2,,ZJ012-3,,目标温度反馈,二回路主管道PM2-18电伴热
GH004A,YT01,CH2,B6,6,X12-311b,,10BBDGGGA863-2,,ZJ012-3,,目标温度反馈,二回路主管道PM2-18电伴热
GH004A,YT01,CH3,B6,7,X12-312a,,10BBDGGGA863-2,,ZJ012-3,,保护温度反馈,二回路主管道PM2-18电伴热
GH004A,YT01,CH3,B6,8,X12-312b,,10BBDGGGA863-2,,ZJ012-3,,保护温度反馈,二回路主管道PM2-18电伴热
GH004A,YT01,CH4,B6,9,X10-213a,,10BBDGGGA823-2,,ZJ010-2,,目标温度反馈,二回路主管道PM2-19电伴热修改为新增的PM1-14
GH004A,YT01,CH4,B6,10,X10-213b,,10BBDGGGA823-2,,ZJ010-2,,目标温度反馈,二回路主管道PM2-19电伴热修改为新增的PM1-14
GH004A,YT01,CH5,B6,11,X10-214a,,10BBDGGGA823-2,,ZJ010-2,,保护温度反馈,二回路主管道PM2-19电伴热修改为新增的PM1-14
GH004A,YT01,CH5,B6,12,X10-214b,,10BBDGGGA823-2,,ZJ010-2,,保护温度反馈,二回路主管道PM2-19电伴热修改为新增的PM1-14
GH004A,YT01,CH6,B6,13,,,,,,,,
GH004A,YT01,CH6,B6,14,,,,,,,,
GH004A,YT01,CH7,B6,15,,,,,,,,
GH004A,YT01,CH7,B6,16,,,,,,,,
GH004A,YT02,CH0,B7,1,X2-113a,,10BBDGGGA814-1 ,,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-1电伴热
GH004A,YT02,CH0,B7,2,X2-113b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-2电伴热
GH004A,YT02,CH1,B7,3,X2-114a,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-1电伴热
GH004A,YT02,CH1,B7,4,X2-114b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-2电伴热
GH004A,YT02,CH2,B7,5,X2-115a,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-2电伴热
GH004A,YT02,CH2,B7,6,X2-115b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-3电伴热
GH004A,YT02,CH3,B7,7,X2-116a,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-2电伴热
GH004A,YT02,CH3,B7,8,X2-116b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-3电伴热
GH004A,YT02,CH4,B7,9,X2-117a,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-3电伴热
GH004A,YT02,CH4,B7,10,X2-117b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,目标温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT02,CH5,B7,11,X2-118a,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-3电伴热
GH004A,YT02,CH5,B7,12,X2-118b,,10BBDGGGA814-1 ,0,10CLCZJ002-1,,保护温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT02,CH6,B7,13,X13-201a,,10BBDGGGA865 ,,10CLCZJ013-2,,目标温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT02,CH6,B7,14,X13-201b,,10BBDGGGA865 ,0,10CLCZJ013-2,,目标温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT02,CH7,B7,15,X13-202a,,10BBDGGGA865 ,0,10CLCZJ013-2,,保护温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT02,CH7,B7,16,X13-202b,,10BBDGGGA865 ,0,10CLCZJ013-2,,保护温度反馈,二回路加载管道PL2-4电伴热
GH004A,YT03,CH0,B8,1,X13-203a,,10BBDGGGA865 ,0,10CLCZJ013-2,,目标温度反馈,二回路加载管道PL2-5电伴热
GH004A,YT03,CH0,B8,2,X13-203b,,10BBDGGGA865 ,0,10CLCZJ013-2,,目标温度反馈,二回路加载管道PL2-5电伴热
